,연도,일시,측정소,PM2.5
51222,4,02-08 06:00,아름동,0.06710901
51223,4,02-08 07:00,아름동,0.075882375
51224,4,02-08 08:00,아름동,0.10919765
51225,4,02-08 09:00,아름동,0.11493369
51226,4,02-08 10:00,아름동,0.120693326
51227,4,02-08 11:00,아름동,0.10860499
51228,4,02-08 12:00,아름동,0.0875188
51229,4,02-08 13:00,아름동,0.07742159
51230,4,02-08 14:00,아름동,0.07912237
51231,4,02-08 15:00,아름동,0.06728738
51232,4,02-08 16:00,아름동,0.06384871
51233,4,02-08 17:00,아름동,0.056263003
51234,4,02-08 18:00,아름동,0.06558664
51235,4,02-08 19:00,아름동,0.06613861
51236,4,02-08 20:00,아름동,0.06903958
51237,4,02-08 21:00,아름동,0.070048906
51238,4,02-08 22:00,아름동,0.06855433
51239,4,02-08 23:00,아름동,0.069153614
51240,4,02-09 00:00,아름동,0.07042361
51241,4,02-09 01:00,아름동,0.07226756
51242,4,02-09 02:00,아름동,0.071636096
51243,4,02-09 03:00,아름동,0.074667804
51244,4,02-09 04:00,아름동,0.06852623
51245,4,02-09 05:00,아름동,0.067167684
51246,4,02-09 06:00,아름동,0.06710901
51247,4,02-09 07:00,아름동,0.075882375
51248,4,02-09 08:00,아름동,0.10919765
51249,4,02-09 09:00,아름동,0.11493369
51250,4,02-09 10:00,아름동,0.120693326
51251,4,02-09 11:00,아름동,0.10860499
51252,4,02-09 12:00,아름동,0.0875188
51253,4,02-09 13:00,아름동,0.07742159
51254,4,02-09 14:00,아름동,0.07912237
51255,4,02-09 15:00,아름동,0.06728738
51256,4,02-09 16:00,아름동,0.06384871
51257,4,02-09 17:00,아름동,0.056263003
51258,4,02-09 18:00,아름동,0.06558664
51259,4,02-09 19:00,아름동,0.06613861
51260,4,02-09 20:00,아름동,0.06903958
51261,4,02-09 21:00,아름동,0.070048906
51262,4,02-09 22:00,아름동,0.06855433
51263,4,02-09 23:00,아름동,0.069153614
51264,4,02-12 00:00,아름동,0.033027247
51265,4,02-12 01:00,아름동,0.03676497
51266,4,02-12 02:00,아름동,0.035021264
51267,4,02-12 03:00,아름동,0.03217362
51268,4,02-12 04:00,아름동,0.030239673
51269,4,02-12 05:00,아름동,0.027634582
51270,4,02-12 06:00,아름동,0.02917786
51271,4,02-12 07:00,아름동,0.030888315
51272,4,02-12 08:00,아름동,0.03404054
51273,4,02-12 09:00,아름동,0.038725734
51274,4,02-12 10:00,아름동,0.047298994
51275,4,02-12 11:00,아름동,0.042368528
51276,4,02-12 12:00,아름동,0.03875476
51277,4,02-12 13:00,아름동,0.03312456
51278,4,02-12 14:00,아름동,0.032574587
51279,4,02-12 15:00,아름동,0.024267204
51280,4,02-12 16:00,아름동,0.022776356
51281,4,02-12 17:00,아름동,0.028955441
51282,4,02-12 18:00,아름동,0.025802247
51283,4,02-12 19:00,아름동,0.022931334
51284,4,02-12 20:00,아름동,0.02092789
51285,4,02-12 21:00,아름동,0.019695526
51286,4,02-12 22:00,아름동,0.02157956
51287,4,02-12 23:00,아름동,0.026581505
51288,4,02-13 00:00,아름동,0.033027247
51289,4,02-13 01:00,아름동,0.03676497
51290,4,02-13 02:00,아름동,0.035021264
51291,4,02-13 03:00,아름동,0.03217362
51292,4,02-13 04:00,아름동,0.030239673
51293,4,02-13 05:00,아름동,0.027634582
51294,4,02-13 06:00,아름동,0.02917786
51295,4,02-13 07:00,아름동,0.030888315
51296,4,02-13 08:00,아름동,0.03404054
51297,4,02-13 09:00,아름동,0.038725734
51298,4,02-13 10:00,아름동,0.047298994
51299,4,02-13 11:00,아름동,0.042368528
51300,4,02-13 12:00,아름동,0.03875476
51301,4,02-13 13:00,아름동,0.03312456
51302,4,02-13 14:00,아름동,0.032574587
51303,4,02-13 15:00,아름동,0.024267204
51304,4,02-13 16:00,아름동,0.022776356
51305,4,02-13 17:00,아름동,0.028955441
51306,4,02-13 18:00,아름동,0.025802247
51307,4,02-13 19:00,아름동,0.022931334
51308,4,02-13 20:00,아름동,0.02092789
51309,4,02-13 21:00,아름동,0.019695526
51310,4,02-13 22:00,아름동,0.02157956
51311,4,02-13 23:00,아름동,0.026581505
51312,4,02-14 00:00,아름동,0.033027247
51313,4,02-14 01:00,아름동,0.03676497
51314,4,02-14 02:00,아름동,0.035021264
51315,4,02-14 03:00,아름동,0.03217362
51316,4,02-14 04:00,아름동,0.030239673
51317,4,02-14 05:00,아름동,0.027634582
51318,4,02-14 06:00,아름동,0.02917786
51319,4,02-14 07:00,아름동,0.030888315
51320,4,02-14 08:00,아름동,0.03404054
51321,4,02-14 09:00,아름동,0.038725734
51322,4,02-14 10:00,아름동,0.047298994
51323,4,02-14 11:00,아름동,0.042368528
51324,4,02-14 12:00,아름동,0.03875476
51325,4,02-14 13:00,아름동,0.03312456
51326,4,02-14 14:00,아름동,0.032574587
51327,4,02-14 15:00,아름동,0.024267204
51328,4,02-14 16:00,아름동,0.022776356
51329,4,02-14 17:00,아름동,0.028955441
51330,4,02-14 18:00,아름동,0.025802247
51331,4,02-14 19:00,아름동,0.022931334
51332,4,02-14 20:00,아름동,0.02092789
51333,4,02-14 21:00,아름동,0.019695526
51334,4,02-14 22:00,아름동,0.02157956
51335,4,02-14 23:00,아름동,0.026581505
51336,4,02-17 00:00,아름동,0.11096445
51337,4,02-17 01:00,아름동,0.118287005
51338,4,02-17 02:00,아름동,0.114761256
51339,4,02-17 03:00,아름동,0.11427526
51340,4,02-17 04:00,아름동,0.11189887
51341,4,02-17 05:00,아름동,0.10728002
51342,4,02-17 06:00,아름동,0.112888366
51343,4,02-17 07:00,아름동,0.113950804
51344,4,02-17 08:00,아름동,0.1435332
51345,4,02-17 09:00,아름동,0.14731398
51346,4,02-17 10:00,아름동,0.1453458
51347,4,02-17 11:00,아름동,0.14047429
51348,4,02-17 12:00,아름동,0.12327325
51349,4,02-17 13:00,아름동,0.11896292
51350,4,02-17 14:00,아름동,0.11672602
51351,4,02-17 15:00,아름동,0.11689555
51352,4,02-17 16:00,아름동,0.120900676
51353,4,02-17 17:00,아름동,0.121360175
51354,4,02-17 18:00,아름동,0.12960413
51355,4,02-17 19:00,아름동,0.11610585
51356,4,02-17 20:00,아름동,0.112496704
51357,4,02-17 21:00,아름동,0.10729288
51358,4,02-17 22:00,아름동,0.1063604
51359,4,02-17 23:00,아름동,0.10823626
51360,4,02-18 00:00,아름동,0.11096445
51361,4,02-18 01:00,아름동,0.118287005
51362,4,02-18 02:00,아름동,0.114761256
51363,4,02-18 03:00,아름동,0.11427526
51364,4,02-18 04:00,아름동,0.11189887
51365,4,02-18 05:00,아름동,0.10728002
51366,4,02-18 06:00,아름동,0.112888366
51367,4,02-18 07:00,아름동,0.113950804
51368,4,02-18 08:00,아름동,0.1435332
51369,4,02-18 09:00,아름동,0.14731398
51370,4,02-18 10:00,아름동,0.1453458
51371,4,02-18 11:00,아름동,0.14047429
51372,4,02-18 12:00,아름동,0.12327325
51373,4,02-18 13:00,아름동,0.11896292
51374,4,02-18 14:00,아름동,0.11672602
51375,4,02-18 15:00,아름동,0.11689555
51376,4,02-18 16:00,아름동,0.120900676
51377,4,02-18 17:00,아름동,0.121360175
51378,4,02-18 18:00,아름동,0.12960413
51379,4,02-18 19:00,아름동,0.11610585
51380,4,02-18 20:00,아름동,0.112496704
51381,4,02-18 21:00,아름동,0.10729288
51382,4,02-18 22:00,아름동,0.1063604
51383,4,02-18 23:00,아름동,0.10823626
51384,4,02-19 00:00,아름동,0.11096445
51385,4,02-19 01:00,아름동,0.118287005
51386,4,02-19 02:00,아름동,0.114761256
51387,4,02-19 03:00,아름동,0.11427526
51388,4,02-19 04:00,아름동,0.11189887
51389,4,02-19 05:00,아름동,0.10728002
51390,4,02-19 06:00,아름동,0.112888366
51391,4,02-19 07:00,아름동,0.113950804
51392,4,02-19 08:00,아름동,0.1435332
51393,4,02-19 09:00,아름동,0.14731398
51394,4,02-19 10:00,아름동,0.1453458
51395,4,02-19 11:00,아름동,0.14047429
51396,4,02-19 12:00,아름동,0.12327325
51397,4,02-19 13:00,아름동,0.11896292
51398,4,02-19 14:00,아름동,0.11672602
51399,4,02-19 15:00,아름동,0.11689555
51400,4,02-19 16:00,아름동,0.120900676
51401,4,02-19 17:00,아름동,0.121360175
51402,4,02-19 18:00,아름동,0.12960413
51403,4,02-19 19:00,아름동,0.11610585
51404,4,02-19 20:00,아름동,0.112496704
51405,4,02-19 21:00,아름동,0.10729288
51406,4,02-19 22:00,아름동,0.1063604
51407,4,02-19 23:00,아름동,0.10823626
51408,4,02-22 00:00,아름동,0.10374787
51409,4,02-22 01:00,아름동,0.10587655
51410,4,02-22 02:00,아름동,0.10604323
51411,4,02-22 03:00,아름동,0.104605116
51412,4,02-22 04:00,아름동,0.093382314
51413,4,02-22 05:00,아름동,0.090230934
51414,4,02-22 06:00,아름동,0.09044956
51415,4,02-22 07:00,아름동,0.08676575
51416,4,02-22 08:00,아름동,0.09536567
51417,4,02-22 09:00,아름동,0.1072129
51418,4,02-22 10:00,아름동,0.10985058
51419,4,02-22 11:00,아름동,0.113302395
51420,4,02-22 12:00,아름동,0.13190284
51421,4,02-22 13:00,아름동,0.118167795
51422,4,02-22 14:00,아름동,0.11147381
51423,4,02-22 15:00,아름동,0.10891087
51424,4,02-22 16:00,아름동,0.10178699
51425,4,02-22 17:00,아름동,0.09795329
51426,4,02-22 18:00,아름동,0.10077975
51427,4,02-22 19:00,아름동,0.098598965
51428,4,02-22 20:00,아름동,0.10022081
51429,4,02-22 21:00,아름동,0.10607893
51430,4,02-22 22:00,아름동,0.103709325
51431,4,02-22 23:00,아름동,0.103404455
51432,4,02-23 00:00,아름동,0.10374787
51433,4,02-23 01:00,아름동,0.10587655
51434,4,02-23 02:00,아름동,0.10604323
51435,4,02-23 03:00,아름동,0.104605116
51436,4,02-23 04:00,아름동,0.093382314
51437,4,02-23 05:00,아름동,0.090230934
51438,4,02-23 06:00,아름동,0.09044956
51439,4,02-23 07:00,아름동,0.08676575
51440,4,02-23 08:00,아름동,0.09536567
51441,4,02-23 09:00,아름동,0.1072129
51442,4,02-23 10:00,아름동,0.10985058
51443,4,02-23 11:00,아름동,0.113302395
51444,4,02-23 12:00,아름동,0.13190284
51445,4,02-23 13:00,아름동,0.118167795
51446,4,02-23 14:00,아름동,0.11147381
51447,4,02-23 15:00,아름동,0.10891087
51448,4,02-23 16:00,아름동,0.10178699
51449,4,02-23 17:00,아름동,0.09795329
51450,4,02-23 18:00,아름동,0.10077975
51451,4,02-23 19:00,아름동,0.098598965
51452,4,02-23 20:00,아름동,0.10022081
51453,4,02-23 21:00,아름동,0.10607893
51454,4,02-23 22:00,아름동,0.103709325
51455,4,02-23 23:00,아름동,0.103404455
51456,4,02-24 00:00,아름동,0.10374787
51457,4,02-24 01:00,아름동,0.10587655
51458,4,02-24 02:00,아름동,0.10604323
51459,4,02-24 03:00,아름동,0.104605116
51460,4,02-24 04:00,아름동,0.093382314
51461,4,02-24 05:00,아름동,0.090230934
51462,4,02-24 06:00,아름동,0.09044956
51463,4,02-24 07:00,아름동,0.08676575
51464,4,02-24 08:00,아름동,0.09536567
51465,4,02-24 09:00,아름동,0.1072129
51466,4,02-24 10:00,아름동,0.10985058
51467,4,02-24 11:00,아름동,0.113302395
51468,4,02-24 12:00,아름동,0.13190284
51469,4,02-24 13:00,아름동,0.118167795
51470,4,02-24 14:00,아름동,0.11147381
51471,4,02-24 15:00,아름동,0.10891087
51472,4,02-24 16:00,아름동,0.10178699
51473,4,02-24 17:00,아름동,0.09795329
51474,4,02-24 18:00,아름동,0.10077975
51475,4,02-24 19:00,아름동,0.098598965
51476,4,02-24 20:00,아름동,0.10022081
51477,4,02-24 21:00,아름동,0.10607893
51478,4,02-24 22:00,아름동,0.103709325
51479,4,02-24 23:00,아름동,0.103404455
51480,4,02-27 00:00,아름동,0.09906271
51481,4,02-27 01:00,아름동,0.10420611
51482,4,02-27 02:00,아름동,0.102744
51483,4,02-27 03:00,아름동,0.10001227
51484,4,02-27 04:00,아름동,0.0980549
51485,4,02-27 05:00,아름동,0.094461486
51486,4,02-27 06:00,아름동,0.094990864
51487,4,02-27 07:00,아름동,0.09688454
51488,4,02-27 08:00,아름동,0.1269113
51489,4,02-27 09:00,아름동,0.14512612
51490,4,02-27 10:00,아름동,0.15794782
51491,4,02-27 11:00,아름동,0.17022388
51492,4,02-27 12:00,아름동,0.16588537
51493,4,02-27 13:00,아름동,0.16384222
51494,4,02-27 14:00,아름동,0.15046862
51495,4,02-27 15:00,아름동,0.14030953
51496,4,02-27 16:00,아름동,0.12623818
51497,4,02-27 17:00,아름동,0.12103442
51498,4,02-27 18:00,아름동,0.118049815
51499,4,02-27 19:00,아름동,0.11914091
51500,4,02-27 20:00,아름동,0.11411377
51501,4,02-27 21:00,아름동,0.110466644
51502,4,02-27 22:00,아름동,0.10300576
51503,4,02-27 23:00,아름동,0.09800997
51504,4,02-28 00:00,아름동,0.09906271
51505,4,02-28 01:00,아름동,0.10420611
51506,4,02-28 02:00,아름동,0.102744
51507,4,02-28 03:00,아름동,0.10001227
51508,4,02-28 04:00,아름동,0.0980549
51509,4,02-28 05:00,아름동,0.094461486
51510,4,02-28 06:00,아름동,0.094990864
51511,4,02-28 07:00,아름동,0.09688454
51512,4,02-28 08:00,아름동,0.1269113
51513,4,02-28 09:00,아름동,0.14512612
51514,4,02-28 10:00,아름동,0.15794782
51515,4,02-28 11:00,아름동,0.17022388
51516,4,02-28 12:00,아름동,0.16588537
51517,4,02-28 13:00,아름동,0.16384222
51518,4,02-28 14:00,아름동,0.15046862
51519,4,02-28 15:00,아름동,0.14030953
51520,4,02-28 16:00,아름동,0.12623818
51521,4,02-28 17:00,아름동,0.12103442
51522,4,02-28 18:00,아름동,0.118049815
51523,4,02-28 19:00,아름동,0.11914091
51524,4,02-28 20:00,아름동,0.11411377
51525,4,02-28 21:00,아름동,0.110466644
51526,4,02-28 22:00,아름동,0.10300576
51527,4,02-28 23:00,아름동,0.09800997
51528,4,03-01 00:00,아름동,0.09906271
51529,4,03-01 01:00,아름동,0.10420611
51530,4,03-01 02:00,아름동,0.102744
51531,4,03-01 03:00,아름동,0.10001227
51532,4,03-01 04:00,아름동,0.0980549
51533,4,03-01 05:00,아름동,0.094461486
51534,4,03-01 06:00,아름동,0.094990864
51535,4,03-01 07:00,아름동,0.09688454
51536,4,03-01 08:00,아름동,0.1269113
51537,4,03-01 09:00,아름동,0.14512612
51538,4,03-01 10:00,아름동,0.15794782
51539,4,03-01 11:00,아름동,0.17022388
51540,4,03-01 12:00,아름동,0.16588537
51541,4,03-01 13:00,아름동,0.16384222
51542,4,03-01 14:00,아름동,0.15046862
51543,4,03-01 15:00,아름동,0.14030953
51544,4,03-01 16:00,아름동,0.12623818
51545,4,03-01 17:00,아름동,0.12103442
51546,4,03-01 18:00,아름동,0.118049815
51547,4,03-01 19:00,아름동,0.11914091
51548,4,03-01 20:00,아름동,0.11411377
51549,4,03-01 21:00,아름동,0.110466644
51550,4,03-01 22:00,아름동,0.10300576
51551,4,03-01 23:00,아름동,0.09800997
51552,4,03-04 00:00,아름동,0.12600657
51553,4,03-04 01:00,아름동,0.12269845
51554,4,03-04 02:00,아름동,0.122081414
51555,4,03-04 03:00,아름동,0.12019988
51556,4,03-04 04:00,아름동,0.117087215
51557,4,03-04 05:00,아름동,0.11535046
51558,4,03-04 06:00,아름동,0.12147617
51559,4,03-04 07:00,아름동,0.12899055
51560,4,03-04 08:00,아름동,0.13120373
51561,4,03-04 09:00,아름동,0.13777854
51562,4,03-04 10:00,아름동,0.14340848
51563,4,03-04 11:00,아름동,0.14251135
51564,4,03-04 12:00,아름동,0.14253183
51565,4,03-04 13:00,아름동,0.13723746
51566,4,03-04 14:00,아름동,0.13266902
51567,4,03-04 15:00,아름동,0.12683916
51568,4,03-04 16:00,아름동,0.118503645
51569,4,03-04 17:00,아름동,0.123990975
51570,4,03-04 18:00,아름동,0.12495745
51571,4,03-04 19:00,아름동,0.113937564
51572,4,03-04 20:00,아름동,0.11322867
51573,4,03-04 21:00,아름동,0.11368778
51574,4,03-04 22:00,아름동,0.11478936
51575,4,03-04 23:00,아름동,0.11303816
51576,4,03-05 00:00,아름동,0.12600657
51577,4,03-05 01:00,아름동,0.12269845
51578,4,03-05 02:00,아름동,0.122081414
51579,4,03-05 03:00,아름동,0.12019988
51580,4,03-05 04:00,아름동,0.117087215
51581,4,03-05 05:00,아름동,0.11535046
51582,4,03-05 06:00,아름동,0.12147617
51583,4,03-05 07:00,아름동,0.12899055
51584,4,03-05 08:00,아름동,0.13120373
51585,4,03-05 09:00,아름동,0.13777854
51586,4,03-05 10:00,아름동,0.14340848
51587,4,03-05 11:00,아름동,0.14251135
51588,4,03-05 12:00,아름동,0.14253183
51589,4,03-05 13:00,아름동,0.13723746
51590,4,03-05 14:00,아름동,0.13266902
51591,4,03-05 15:00,아름동,0.12683916
51592,4,03-05 16:00,아름동,0.118503645
51593,4,03-05 17:00,아름동,0.123990975
51594,4,03-05 18:00,아름동,0.12495745
51595,4,03-05 19:00,아름동,0.113937564
51596,4,03-05 20:00,아름동,0.11322867
51597,4,03-05 21:00,아름동,0.11368778
51598,4,03-05 22:00,아름동,0.11478936
51599,4,03-05 23:00,아름동,0.11303816
51600,4,03-06 00:00,아름동,0.12600657
51601,4,03-06 01:00,아름동,0.12269845
51602,4,03-06 02:00,아름동,0.122081414
51603,4,03-06 03:00,아름동,0.12019988
51604,4,03-06 04:00,아름동,0.117087215
51605,4,03-06 05:00,아름동,0.11535046
51606,4,03-06 06:00,아름동,0.12147617
51607,4,03-06 07:00,아름동,0.12899055
51608,4,03-06 08:00,아름동,0.13120373
51609,4,03-06 09:00,아름동,0.13777854
51610,4,03-06 10:00,아름동,0.14340848
51611,4,03-06 11:00,아름동,0.14251135
51612,4,03-06 12:00,아름동,0.14253183
51613,4,03-06 13:00,아름동,0.13723746
51614,4,03-06 14:00,아름동,0.13266902
51615,4,03-06 15:00,아름동,0.12683916
51616,4,03-06 16:00,아름동,0.118503645
51617,4,03-06 17:00,아름동,0.123990975
51618,4,03-06 18:00,아름동,0.12495745
51619,4,03-06 19:00,아름동,0.113937564
51620,4,03-06 20:00,아름동,0.11322867
51621,4,03-06 21:00,아름동,0.11368778
51622,4,03-06 22:00,아름동,0.11478936
51623,4,03-06 23:00,아름동,0.11303816
51624,4,03-09 00:00,아름동,0.12857723
51625,4,03-09 01:00,아름동,0.1306283
51626,4,03-09 02:00,아름동,0.12850572
51627,4,03-09 03:00,아름동,0.12625216
51628,4,03-09 04:00,아름동,0.12337446
51629,4,03-09 05:00,아름동,0.120382555
51630,4,03-09 06:00,아름동,0.12537412
51631,4,03-09 07:00,아름동,0.13668117
51632,4,03-09 08:00,아름동,0.15758118
51633,4,03-09 09:00,아름동,0.15392077
51634,4,03-09 10:00,아름동,0.15657544
51635,4,03-09 11:00,아름동,0.14990503
51636,4,03-09 12:00,아름동,0.1266915
51637,4,03-09 13:00,아름동,0.118119255
51638,4,03-09 14:00,아름동,0.11720186
51639,4,03-09 15:00,아름동,0.1137673
51640,4,03-09 16:00,아름동,0.118622236
51641,4,03-09 17:00,아름동,0.122167945
51642,4,03-09 18:00,아름동,0.12654573
51643,4,03-09 19:00,아름동,0.12797458
51644,4,03-09 20:00,아름동,0.13014193
51645,4,03-09 21:00,아름동,0.12664954
51646,4,03-09 22:00,아름동,0.12253948
51647,4,03-09 23:00,아름동,0.12323392
51648,4,03-10 00:00,아름동,0.12857723
51649,4,03-10 01:00,아름동,0.1306283
51650,4,03-10 02:00,아름동,0.12850572
51651,4,03-10 03:00,아름동,0.12625216
51652,4,03-10 04:00,아름동,0.12337446
51653,4,03-10 05:00,아름동,0.120382555
51654,4,03-10 06:00,아름동,0.12537412
51655,4,03-10 07:00,아름동,0.13668117
51656,4,03-10 08:00,아름동,0.15758118
51657,4,03-10 09:00,아름동,0.15392077
51658,4,03-10 10:00,아름동,0.15657544
51659,4,03-10 11:00,아름동,0.14990503
51660,4,03-10 12:00,아름동,0.1266915
51661,4,03-10 13:00,아름동,0.118119255
51662,4,03-10 14:00,아름동,0.11720186
51663,4,03-10 15:00,아름동,0.1137673
51664,4,03-10 16:00,아름동,0.118622236
51665,4,03-10 17:00,아름동,0.122167945
51666,4,03-10 18:00,아름동,0.12654573
51667,4,03-10 19:00,아름동,0.12797458
51668,4,03-10 20:00,아름동,0.13014193
51669,4,03-10 21:00,아름동,0.12664954
51670,4,03-10 22:00,아름동,0.12253948
51671,4,03-10 23:00,아름동,0.12323392
51672,4,03-11 00:00,아름동,0.12857723
51673,4,03-11 01:00,아름동,0.1306283
51674,4,03-11 02:00,아름동,0.12850572
51675,4,03-11 03:00,아름동,0.12625216
51676,4,03-11 04:00,아름동,0.12337446
51677,4,03-11 05:00,아름동,0.120382555
51678,4,03-11 06:00,아름동,0.12537412
51679,4,03-11 07:00,아름동,0.13668117
51680,4,03-11 08:00,아름동,0.15758118
51681,4,03-11 09:00,아름동,0.15392077
51682,4,03-11 10:00,아름동,0.15657544
51683,4,03-11 11:00,아름동,0.14990503
51684,4,03-11 12:00,아름동,0.1266915
51685,4,03-11 13:00,아름동,0.118119255
51686,4,03-11 14:00,아름동,0.11720186
51687,4,03-11 15:00,아름동,0.1137673
51688,4,03-11 16:00,아름동,0.118622236
51689,4,03-11 17:00,아름동,0.122167945
51690,4,03-11 18:00,아름동,0.12654573
51691,4,03-11 19:00,아름동,0.12797458
51692,4,03-11 20:00,아름동,0.13014193
51693,4,03-11 21:00,아름동,0.12664954
51694,4,03-11 22:00,아름동,0.12253948
51695,4,03-11 23:00,아름동,0.12323392
51696,4,03-14 00:00,아름동,0.13375151
51697,4,03-14 01:00,아름동,0.13612574
51698,4,03-14 02:00,아름동,0.13280168
51699,4,03-14 03:00,아름동,0.13246521
51700,4,03-14 04:00,아름동,0.12736508
51701,4,03-14 05:00,아름동,0.1236369
51702,4,03-14 06:00,아름동,0.120705016
51703,4,03-14 07:00,아름동,0.14031206
51704,4,03-14 08:00,아름동,0.1769597
51705,4,03-14 09:00,아름동,0.18943068
51706,4,03-14 10:00,아름동,0.1895354
51707,4,03-14 11:00,아름동,0.1859833
51708,4,03-14 12:00,아름동,0.18261826
51709,4,03-14 13:00,아름동,0.1679968
51710,4,03-14 14:00,아름동,0.16289528
51711,4,03-14 15:00,아름동,0.15759866
51712,4,03-14 16:00,아름동,0.14822155
51713,4,03-14 17:00,아름동,0.13865957
51714,4,03-14 18:00,아름동,0.13774224
51715,4,03-14 19:00,아름동,0.13905299
51716,4,03-14 20:00,아름동,0.13956015
51717,4,03-14 21:00,아름동,0.13780399
51718,4,03-14 22:00,아름동,0.13365324
51719,4,03-14 23:00,아름동,0.13130769
51720,4,03-15 00:00,아름동,0.13375151
51721,4,03-15 01:00,아름동,0.13612574
51722,4,03-15 02:00,아름동,0.13280168
51723,4,03-15 03:00,아름동,0.13246521
51724,4,03-15 04:00,아름동,0.12736508
51725,4,03-15 05:00,아름동,0.1236369
51726,4,03-15 06:00,아름동,0.120705016
51727,4,03-15 07:00,아름동,0.14031206
51728,4,03-15 08:00,아름동,0.1769597
51729,4,03-15 09:00,아름동,0.18943068
51730,4,03-15 10:00,아름동,0.1895354
51731,4,03-15 11:00,아름동,0.1859833
51732,4,03-15 12:00,아름동,0.18261826
51733,4,03-15 13:00,아름동,0.1679968
51734,4,03-15 14:00,아름동,0.16289528
51735,4,03-15 15:00,아름동,0.15759866
51736,4,03-15 16:00,아름동,0.14822155
51737,4,03-15 17:00,아름동,0.13865957
51738,4,03-15 18:00,아름동,0.13774224
51739,4,03-15 19:00,아름동,0.13905299
51740,4,03-15 20:00,아름동,0.13956015
51741,4,03-15 21:00,아름동,0.13780399
51742,4,03-15 22:00,아름동,0.13365324
51743,4,03-15 23:00,아름동,0.13130769
51744,4,03-16 00:00,아름동,0.13375151
51745,4,03-16 01:00,아름동,0.13612574
51746,4,03-16 02:00,아름동,0.13280168
51747,4,03-16 03:00,아름동,0.13246521
51748,4,03-16 04:00,아름동,0.12736508
51749,4,03-16 05:00,아름동,0.1236369
51750,4,03-16 06:00,아름동,0.120705016
51751,4,03-16 07:00,아름동,0.14031206
51752,4,03-16 08:00,아름동,0.1769597
51753,4,03-16 09:00,아름동,0.18943068
51754,4,03-16 10:00,아름동,0.1895354
51755,4,03-16 11:00,아름동,0.1859833
51756,4,03-16 12:00,아름동,0.18261826
51757,4,03-16 13:00,아름동,0.1679968
51758,4,03-16 14:00,아름동,0.16289528
51759,4,03-16 15:00,아름동,0.15759866
51760,4,03-16 16:00,아름동,0.14822155
51761,4,03-16 17:00,아름동,0.13865957
51762,4,03-16 18:00,아름동,0.13774224
51763,4,03-16 19:00,아름동,0.13905299
51764,4,03-16 20:00,아름동,0.13956015
51765,4,03-16 21:00,아름동,0.13780399
51766,4,03-16 22:00,아름동,0.13365324
51767,4,03-16 23:00,아름동,0.13130769
51768,4,03-19 00:00,아름동,0.12812032
51769,4,03-19 01:00,아름동,0.13292061
51770,4,03-19 02:00,아름동,0.13028398
51771,4,03-19 03:00,아름동,0.12843998
51772,4,03-19 04:00,아름동,0.12607214
51773,4,03-19 05:00,아름동,0.11791936
51774,4,03-19 06:00,아름동,0.11621058
51775,4,03-19 07:00,아름동,0.12367616
51776,4,03-19 08:00,아름동,0.15418427
51777,4,03-19 09:00,아름동,0.1658566
51778,4,03-19 10:00,아름동,0.17195445
51779,4,03-19 11:00,아름동,0.17227174
51780,4,03-19 12:00,아름동,0.15458992
51781,4,03-19 13:00,아름동,0.1527318
51782,4,03-19 14:00,아름동,0.14814411
51783,4,03-19 15:00,아름동,0.14373331
51784,4,03-19 16:00,아름동,0.13283966
51785,4,03-19 17:00,아름동,0.13217974
51786,4,03-19 18:00,아름동,0.13162854
51787,4,03-19 19:00,아름동,0.1273374
51788,4,03-19 20:00,아름동,0.12892294
51789,4,03-19 21:00,아름동,0.12826788
51790,4,03-19 22:00,아름동,0.124204345
51791,4,03-19 23:00,아름동,0.12285722
51792,4,03-20 00:00,아름동,0.12812032
51793,4,03-20 01:00,아름동,0.13292061
51794,4,03-20 02:00,아름동,0.13028398
51795,4,03-20 03:00,아름동,0.12843998
51796,4,03-20 04:00,아름동,0.12607214
51797,4,03-20 05:00,아름동,0.11791936
51798,4,03-20 06:00,아름동,0.11621058
51799,4,03-20 07:00,아름동,0.12367616
51800,4,03-20 08:00,아름동,0.15418427
51801,4,03-20 09:00,아름동,0.1658566
51802,4,03-20 10:00,아름동,0.17195445
51803,4,03-20 11:00,아름동,0.17227174
51804,4,03-20 12:00,아름동,0.15458992
51805,4,03-20 13:00,아름동,0.1527318
51806,4,03-20 14:00,아름동,0.14814411
51807,4,03-20 15:00,아름동,0.14373331
51808,4,03-20 16:00,아름동,0.13283966
51809,4,03-20 17:00,아름동,0.13217974
51810,4,03-20 18:00,아름동,0.13162854
51811,4,03-20 19:00,아름동,0.1273374
51812,4,03-20 20:00,아름동,0.12892294
51813,4,03-20 21:00,아름동,0.12826788
51814,4,03-20 22:00,아름동,0.124204345
51815,4,03-20 23:00,아름동,0.12285722
51816,4,03-21 00:00,아름동,0.12812032
51817,4,03-21 01:00,아름동,0.13292061
51818,4,03-21 02:00,아름동,0.13028398
51819,4,03-21 03:00,아름동,0.12843998
51820,4,03-21 04:00,아름동,0.12607214
51821,4,03-21 05:00,아름동,0.11791936
51822,4,03-21 06:00,아름동,0.11621058
51823,4,03-21 07:00,아름동,0.12367616
51824,4,03-21 08:00,아름동,0.15418427
51825,4,03-21 09:00,아름동,0.1658566
51826,4,03-21 10:00,아름동,0.17195445
51827,4,03-21 11:00,아름동,0.17227174
51828,4,03-21 12:00,아름동,0.15458992
51829,4,03-21 13:00,아름동,0.1527318
